"","geneID","FLM-ERR225783","iL3-ERR225784","PF-ERR299168","PF-ERR299169","PF-ERR299170","FLF-ERR299171","FLF-ERR299172","FLF-ERR299173","PF-ERR299174","PF-ERR299175","PF-ERR299176","FLF-ERR299177","FLF-ERR299178","FLF-ERR299179","WBgeneID","Location","Description","InterPro","GO_term","UniProtKB","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"14","SRAE_0000045400",0,0,0.0592155278903651,0.0502532362390909,0.0332639344700202,0.0458289556568526,0.0287614567963671,0.0520784379401218,0.0296773704527183,0,0.0333821925900664,0.183813979050906,0.115408835899191,0.0522052807564923,"WBGene00256198","SRAE_scaffold3","GPCR, rhodopsin-like, 7TM domain and 7TM GPCR,serpentine receptor class v (Srv) family-containing protein","GPCR_Rhodpsn_7TM, 7TM_GPCR_serpentine_rcpt_Srv","membrane","A0A090MSQ8","SSTP_0000322400",41.6667,"SPAL_0001254400",10.7724,"SVE_0328000",28.4553,"",NA
"15","SRAE_0000046200",0,0,0,0,0,0,0,0,0.0296474803872635,0,0,0,0,0,"WBGene00256206","SRAE_scaffold3","Zinc finger, CCHC-type domain-containing protein","Znf_CCHC, Znf_CCHC_sf","cytoplasm, nucleic acid binding, zinc ion binding, enzyme binding","A0A090KV93","",NA,"SPAL_0000659100",20.9184,"SVE_0610900",19.898,"",NA
"16","SRAE_0000048000",0.269928890633718,0,0,0,0,0,0.0324567134613471,0,0,0,0,0.0483266635873136,0.0323593024397777,0.0602294259450821,"WBGene00256224","SRAE_scaffold3","DNA helicase family and P-loop containing nucleoside triphosphate hydrolase domain-containing protein","P-loop_NTPase","hydrolase activity, helicase activity","A0A090L1K2","SSTP_0001237600",46.3768,"",NA,"SVE_0734800",36.9565,"",NA
"17","SRAE_0000048400",0,0,0.0887791699007104,0,0.0663102272369903,0,0,0.104232070615749,0.0593504724136958,0,0.0997968215254869,0,0,0.0523300214245081,"WBGene00256228","SRAE_scaffold3","",NA,NA,"A0A090MSS6","SSTP_0000001100",5.43933,"",NA,"",NA,"",NA
"18","SRAE_0000048500",0,0,0.0295688608520387,0,0,0,0.028754133160615,0,0.088948005385221,0,0.0332886146794837,0,0.028824998300514,0.0522189688797133,"WBGene00256229","SRAE_scaffold3","RT_RNaseH domain-containing protein","RT_RNaseH, DNA/RNA_pol_sf",NA,"A0A090L1K6","SSTP_0000000900",4.72973,"SPAL_0000544500",7.09459,"SVE_0761500",7.77027,"",NA
"19","SRAE_0000048800",0,0,0.0580219447556637,0,0.0333101590892386,0.0449026114945823,0.0274710495140801,0,0.0872163418124971,0.0574697321322992,0.0327181787664529,0,0,0,"WBGene00256232","SRAE_scaffold3","DNA-binding protein",NA,NA,"A0A090KZR4","",NA,"",NA,"",NA,"",NA
"20","SRAE_0000049000",0.329560131586684,0,0.0601450398615445,0,0.0337499172738381,0.0927287347832031,0.146204405539822,0,0.0301544298258414,0,0.0677266591139709,0,0,0,"WBGene00256234","SRAE_scaffold3","",NA,NA,"A0A090L1K9","",NA,"",NA,"",NA,"",NA
"21","SRAE_0000049100",0,0.136684569766717,0,0,0,0,0.0361654250009614,0,0,0,0,0,0,0,"WBGene00256235","SRAE_scaffold3","MAGE domain-containing protein",NA,NA,"A0A090KV18","",NA,"SPAL_0000980680",0,"SVE_0667100",14.4444,"",NA
"22","SRAE_0000049200",0,0,0,0,0.0664025746557015,0,0,0,0,0.0504733239027002,0,0,0,0,"WBGene00256236","SRAE_scaffold3","",NA,NA,"A0A090KVB8","",NA,"",NA,"SVE_1674300",36.3636,"",NA
"23","SRAE_0000049400",0,0,0.0593119704867749,0.0502836795320639,0.0665375551194867,0.0456571895465094,0.0576865742384679,0,0.0297381344854993,0.0504479952745266,0.0372098010896702,0.0457808903555141,0.0578228224200679,0,"WBGene00256238","SRAE_scaffold3","Transposase, ISXO2-like domain-containing protein",NA,NA,"A0A090MST4","",NA,"",NA,"",NA,"",NA
"24","SRAE_0000049500",0,0,0,0,0,0,0,0,0,0.0503536102712419,0,0,0,0,"WBGene00256239","SRAE_scaffold3","CCR4-NOT transcription complex subunit 11",NA,NA,"A0A090L1L2","",NA,"SPAL_0001707400",62.1795,"SVE_1310700",62.1795,"",NA
"25","SRAE_0000049600",0,0,0,0,0,0,0.028441599942799,0,0,0.050440245050575,0.0336653553425306,0,0,0,"WBGene00256240","SRAE_scaffold3","Zinc finger, CCHC-type domain-containing protein","Znf_CCHC, Znf_CCHC_sf","cytoplasm, nucleic acid binding, zinc ion binding, enzyme binding","A0A090KV23","",NA,"",NA,"",NA,"",NA
"26","SRAE_0000049700",0,0,0,0,0.0332481883317489,0,0,0,0,0,0.0333660276367529,0,0,0.0522005034211284,"WBGene00256241","SRAE_scaffold3","Ribonuclease H-like domain-containing protein","RNaseH-like_sf, RNaseH_sf, Rev_trsase/Diguanyl_cyclase, DNA/RNA_pol_sf","nucleic acid binding, DNA biosynthetic process, DNA-directed DNA polymerase activity, DNA polymerase complex","A0A090KVC3","SSTP_0001269800",13.7079,"",NA,"SVE_1310600",26.9663,"",NA
"27","SRAE_0000050000",0,0,0.0592360090208607,0,0.0331966119099614,0,0.115262795096522,0.260775587051379,0.0296995682933839,0,0.0333114120965891,0.0456167863915534,0.115503865647406,0.261771742382044,"WBGene00256244","SRAE_scaffold3","Retrovirus-related Pol polyprotein from transposon TNT 1-94",NA,NA,"A0A090L1L6","SSTP_0001271800",47.619,"SPAL_0001665500",48.4127,"SVE_1183100",25.3968,"",NA
"28","SRAE_0000050100",0,0,0.0590092931167851,0.0515382672081948,0.102709061518766,0.0849581998703502,0.0284041745351794,0,0.0582336476831827,0.267434585486798,0,0,0,0,"WBGene00256245","SRAE_scaffold3","",NA,NA,"A0A090KV26","",NA,"",NA,"",NA,"",NA
"29","SRAE_0000050200",0,0,0,0,0,0,0,0,0,0.0525672336380051,0.0320035982355257,0,0,0,"WBGene00256246","SRAE_scaffold3","",NA,NA,"A0A090KVC7","",NA,"",NA,"",NA,"",NA
"30","SRAE_0000050300",0,0,0.0292941305113282,0,0.0326378867448966,0,0.0287766070938671,0,0.0296736823065363,0,0.0658650557661779,0,0.0578900090342244,0.10808646410782,"WBGene00256247","SRAE_scaffold3","Nudc_N domain-containing protein",NA,NA,"A0A090KZS4","",NA,"SPAL_0001319300",13.9535,"SVE_0324800",69.7674,"",NA
"31","SRAE_0000050400",0,0,0.177601817433896,0.0502518678097349,0.0332674676245261,0.0458706314517888,0.0287475436405908,0.0520562736111163,0.148340975205568,0.100741948628069,0.100159794650326,0.0459964587484578,0.0288428943859188,0.0521727984303312,"WBGene00256248","SRAE_scaffold3","C2H2-type domain-containing protein",NA,NA,"A0A090MSU0","SSTP_0000644600",45.2681,"",NA,"SVE_0614200",39.1167,"",NA
"32","SRAE_0000050900",0,0.349466477322632,0.0886028883003868,0,0.0663713503140565,0.0571939717308097,0,0.103891804452257,0.0888095284072242,0.0502562818963712,0,0.0917178339620423,0.030917057274895,0.0520688985699243,"WBGene00256254","SRAE_scaffold3","Radical SAM protein",NA,NA,"A0A090L1M3","",NA,"",NA,"SVE_0292400",4.3152,"",NA
"33","SRAE_0000051000",0.0985679458805449,0.29654235653619,0,0,0,0,0,0,0,0,0,0,0,0.0514305151857122,"WBGene00256255","SRAE_scaffold3","t-SNARE coiled-coil homology domain-containing protein",NA,"membrane","A0A090KV37","",NA,"",NA,"SVE_0096800",27.8195,"",NA
"34","SRAE_0000051200",0,0,0.0285951316498568,0.160014365113726,0.0340820113724692,0.0901329695311893,0,0,0.0588701718862667,0.0569738967226372,0.0982324799725218,0.0901062808586445,0.0262710848344127,0,"WBGene00256257","SRAE_scaffold3","Transposase",NA,NA,"A0A090KZT3","",NA,"SPAL_0000212500",53.2468,"SVE_1494800",3.8961,"",NA
"35","SRAE_0000051300",0,0,0,0,0,0.0459088687693915,0.0278800430070908,0.0540753137051116,0.0300343619458584,0,0,0,0.0271539878991398,0.0542439197221111,"WBGene00256258","SRAE_scaffold3","",NA,NA,"A0A090MSU7","",NA,"",NA,"",NA,"",NA
"36","SRAE_0000051450",0,0,0,0,0,0,0,0.050846767091184,0,0,0,0,0,0.106569764687605,"WBGene00256260","SRAE_scaffold3","",NA,NA,"A0A090KV41","",NA,"",NA,"",NA,"",NA
"37","SRAE_0000051500",0,0,0.029487529451229,0,0,0,0.028809335502633,0,0,0,0,0,0,0,"WBGene00256261","SRAE_scaffold3","Reverse transcriptase domain-containing protein","RT_dom, Rev_trsase/Diguanyl_cyclase, DNA/RNA_pol_sf","RNA-templated DNA biosynthetic process, RNA-directed DNA polymerase activity","A0A090KVD9","",NA,"",NA,"",NA,"",NA
"38","SRAE_0000051600",0,0,0,0,0.0344854267104748,0.0427680148079576,0,0.0540091841424147,0,0,0,0,0,0,"WBGene00256262","SRAE_scaffold3","",NA,"membrane","A0A090KZT8","",NA,"",NA,"",NA,"",NA
"39","SRAE_0000051700",0,0,0.0597096804462419,0,0.0667362554713661,0.129655320913162,0.0291173269137113,0,0.0301813756256542,0.0511980441547764,0.0670127451981784,0,0,0,"WBGene00256263","SRAE_scaffold3","Ribonuclease H domain and Ribonuclease H-like domain-containing protein","RNaseH_domain, RNaseH-like_sf, RNaseH_sf","nucleic acid binding, RNA phosphodiester bond hydrolysis, endonucleolytic, RNA-DNA hybrid ribonuclease activity","A0A090MSV4","",NA,"",NA,"SVE_1849900",47.2,"",NA
"40","SRAE_0000051800",0,0,0,0,0.0337811695702226,0,0,0,0.0292089358893203,0,0,0,0,0,"WBGene00256264","SRAE_scaffold3","Integrase, catalytic core domain and Ribonuclease H-like domain-containing protein","Integrase_cat-core, RNaseH-like_sf, RNaseH_sf","nucleic acid binding, DNA integration","A0A090L1N0","",NA,"",NA,"",NA,"",NA
"41","SRAE_0000051900",0,0,0.0896834461083748,0.0506887794784459,0.0333274157901012,0.0874506200308943,0,0,0.121115349921837,0,0.0335892360891454,0.0432182219423807,0.0587573714245275,0.0548970308056885,"WBGene00256265","SRAE_scaffold3","Transposon Ty3-I Gag-Pol polyprotein",NA,NA,"A0A090KV46","",NA,"",NA,"",NA,"",NA
"42","SRAE_0000052300",0.417926380236131,0.212974884451198,0,0.0512656091397612,0.0338580503040331,0.0458714240236692,0.0296305128735727,0,0.0609277864425576,0,0.0678961521310932,0,0,0,"WBGene00256269","SRAE_scaffold3","Ppx-GppA domain-containing protein",NA,NA,"A0A090L1N3","",NA,"",NA,"SVE_1918600",31.0734,"",NA
"43","SRAE_0000052500",0,0,0.088851504401684,0,0.0998013845395547,0.045810049313889,0.0287748154497028,0,0.0296881439485272,0,0.0333849732145834,0.137800643058898,0.0865883191995236,0.0522342177653617,"WBGene00256271","SRAE_scaffold3","Reverse transcriptase domain-containing protein",NA,NA,"A0A090KVE8","",NA,"SPAL_0000564700",45.9954,"SVE_0140500",3.20366,"",NA
"44","SRAE_0000052700",0,0.185567667910473,0,0,0,0,0,0,0.0343361367447832,0,0,0,0.0333826504946518,0,"WBGene00256273","SRAE_scaffold3","",NA,NA,"A0A090MSW3","",NA,"",NA,"SVE_1918600",33.1707,"",NA
"45","SRAE_0000053000",0,0,0.0295844750948483,0,0,0,0,0,0,0,0,0,0,0,"WBGene00256276","SRAE_scaffold3","",NA,NA,"A0A090KVF3","",NA,"",NA,"",NA,"",NA
"46","SRAE_0000053100",0,0,0.059168858162892,0,0,0,0,0,0,0,0,0,0,0,"WBGene00256277","SRAE_scaffold3","",NA,NA,"A0A090KZV0","",NA,"",NA,"",NA,"",NA
"47","SRAE_0000053200",0,0,0.0276454371718806,0.0507575799827799,0,0.176701061036727,0,0.0513296074295515,0,0.0578408764637847,0,0.0465571054302465,0,0.0505221471581291,"WBGene00256278","SRAE_scaffold3","HTH_48 domain-containing protein","Mos1_HTH",NA,"A0A090MSW7","",NA,"",NA,"",NA,"",NA
"48","SRAE_0000053300",0,0,0,0,0.0332497064274022,0,0,0,0.0297588669945248,0,0,0.136963837325212,0,0.157416120730696,"WBGene00256279","SRAE_scaffold3","Rho_N domain-containing protein",NA,NA,"A0A090L1N9","",NA,"",NA,"",NA,"",NA
"49","SRAE_0000053400",0,0,0,0,0.0686560943195612,0.132839352593043,0.0271228573293424,0.261681353397947,0,0.0588649460821953,0.130510208307628,0.0945143876613666,0.0791988689800797,0.0521090009166233,"WBGene00256280","SRAE_scaffold3","",NA,NA,"A0A090KV63","",NA,"",NA,"",NA,"",NA
"50","SRAE_0000053900",0,0,0.029413121355191,0,0.0354890852129608,0,0,0.106241409813976,0,0,0.0330690996053583,0,0.0269271115595002,0,"WBGene00256285","SRAE_scaffold3","",NA,NA,"A0A090KV69","",NA,"",NA,"",NA,"",NA
"51","SRAE_0000054000",0,0,0.059924270115061,0,0,0,0,0.0513503836768746,0,0,0,0,0,0,"WBGene00256286","SRAE_scaffold3","Replication protein",NA,NA,"A0A090KVG3","",NA,"SPAL_0001730400",10.7143,"SVE_0612300",8.33333,"",NA
"52","SRAE_0000054300",0,0,0.0298752313009392,0,0,0,0,0,0,0,0,0.0442898096285967,0,0.0537282394456473,"WBGene00256289","SRAE_scaffold3","Integrase_H2C2 domain-containing protein","RNaseH_sf, Integrase_H2C2","nucleic acid binding","A0A090L1P8","SSTP_0000000800",39.5973,"",NA,"SVE_1667700",26.8456,"",NA
"53","SRAE_0000054400",0.370336453834762,0.306118192566499,0.0283676632766437,0,0.0635473175982766,0,0.0277733552327285,0,0,0,0,0,0.0561294982344706,0.0523954733798562,"WBGene00256290","SRAE_scaffold3","Transposase, ISXO2-like domain-containing protein",NA,NA,"A0A090KV74","SSTP_0000351000",64.8438,"SPAL_0000775900",56.25,"SVE_1050500",53.9062,"",NA
"54","SRAE_0000054500",0.0352738985635828,0.185159426501237,0.0298760192165788,0,0.0669974429823719,0,0.0290618467900265,0,0.0299580488023228,0.101637463539372,0,0,0,0,"WBGene00256291","SRAE_scaffold3","",NA,NA,"A0A090KVG8","",NA,"",NA,"",NA,"",NA
"55","SRAE_0000054600",0,0,0.0295851085020809,0,0.0661333085150426,0,0.0577085169168363,0,0,0.0507354814192017,0.0332036501098909,0,0,0,"WBGene00256292","SRAE_scaffold3","Ribosome biogenesis regulatory protein",NA,NA,"A0A090KZW2","",NA,"",NA,"",NA,"",NA
"56","SRAE_0000054800",0,0,0,0,0,0,0,0.0520047737173767,0,0,0,0,0,0,"WBGene00256294","SRAE_scaffold3","Ovule protein",NA,NA,"A0A090L1Q2","",NA,"",NA,"",NA,"",NA
"57","SRAE_0000054900",0,0.258174262804028,0.0261435935775393,0,0,0,0,0,0,0.0443336202758008,0.0292427704708171,0,0,0,"WBGene00256295","SRAE_scaffold3","RNase H domain-containing protein",NA,NA,"A0A090KV78","",NA,"",NA,"",NA,"",NA
"58","SRAE_0000055200",0,0,0.05922000192234,0,0.033179515305347,0,0.086432806005095,0.208587609247478,0.0296926474069575,0,0,0.182273573233147,0.115472208509833,0.209413067365481,"WBGene00256298","SRAE_scaffold3","Reverse transcriptase domain-containing protein",NA,NA,"A0A090MSY7","",NA,"",NA,"",NA,"",NA
"59","SRAE_0000055400",0,0,0.0297236157247679,0.050305661575654,0.0332565054138663,0,0.0289450259709703,0,0,0,0,0.0455216083235992,0,0,"WBGene00256300","SRAE_scaffold3","Integrase, catalytic core domain and Ribonuclease H-like domain-containing protein","Integrase_cat-core, RNaseH-like_sf, RNaseH_sf","nucleic acid binding, DNA integration","A0A090KV83","",NA,"",NA,"",NA,"",NA
"60","SRAE_0000058200",0,0,0.0291479081652421,0,0,0.0438882216896817,0.0282358320656777,0,0,0,0,0,0,0.056412387754838,"WBGene00256328","SRAE_scaffold4","Integrase catalytic domain-containing protein",NA,NA,"A0A090MT14","",NA,"",NA,"SVE_0114400",42.5287,"",NA
"61","SRAE_0000058400",0,0.239395868014739,0.0964553611382108,0,0.0377470664718442,0,0,0,0.0320005230041313,0,0.0370210876079686,0,0,0,"WBGene00256330","SRAE_scaffold4","DDE_Tnp_IS1595 domain-containing protein",NA,NA,"A0A090KVB6","",NA,"SPAL_0000761700",36.2637,"",NA,"",NA
"62","SRAE_0000058700",0.137944573101177,0,0.0347752820020707,0,0,0.0526683245851988,0,0,0.106919162257639,0,0.0389043858785821,0,0,0,"WBGene00256333","SRAE_scaffold4","Kinesin, motor domain and P-loop containing nucleoside triphosphate hydrolase domain-containing protein","Kinesin_motor_dom, P-loop_NTPase, Kinesin_motor_dom_sf","nucleotide binding, ATP binding, hydrolase activity, microtubule-based movement, microtubule binding, microtubule motor activity","A0A090MT19","",NA,"",NA,"",NA,"",NA
"63","SRAE_0000058800",0,0,0.0296609604769462,0.0499673265698612,0.0329694075471538,0,0.0289910809945498,0,0,0.100605292583097,0,0,0.0289380281796723,0,"WBGene00256334","SRAE_scaffold4","PINc domain-containing protein","Rev_trsase/Diguanyl_cyclase, DNA/RNA_pol_sf",NA,"A0A090L1U4","SSTP_0001071400",29.0123,"SPAL_0000409800",0,"",NA,"",NA
"64","SRAE_0000058900",0,0,0,0.0500096723459168,0,0,0,0,0.0297175698083248,0,0,0,0.0288942195418515,0,"WBGene00256335","SRAE_scaffold4","",NA,NA,"A0A090KVC1","",NA,"SPAL_0000964200",41.2429,"SVE_1469800",38.4181,"",NA
"65","SRAE_0000059300",0,0,0.0895624794618192,0.101603021370561,0,0,0,0,0.0604817808929507,0.204704347379327,0,0.0426746936041001,0.029498329080348,0,"WBGene00256339","SRAE_scaffold5","Integrase, catalytic core domain and Ribonuclease H-like domain-containing protein","Integrase_cat-core, RNaseH-like_sf, RNaseH_sf","nucleic acid binding, DNA integration","A0A090L1V0","",NA,"SPAL_0000675300",4.65116,"SVE_0896000",18.6047,"",NA
"66","SRAE_0000059500",0,0,0,0,0,0,0,0,0,0,0,0,0.02882171147122,0,"WBGene00256341","SRAE_scaffold5","DUF3453 domain-containing protein",NA,NA,"A0A090KVM1","",NA,"",NA,"SVE_1542100",74.7573,"",NA
"67","SRAE_0000059600",0,0,0.0296485198250509,0.0499532534652954,0,0,0,0,0,0,0,0,0.0289327544381573,0,"WBGene00256342","SRAE_scaffold5","Dynein_attach_N domain-containing protein",NA,NA,"A0A090L011","",NA,"",NA,"",NA,"",NA
"68","SRAE_0000059700",0,0,0,0,0,0,0,0,0,0,0.0334017887965016,0,0,0,"WBGene00256343","SRAE_scaffold5","Ovule protein",NA,NA,"A0A090MT29","",NA,"",NA,"",NA,"",NA
"69","SRAE_0000059900",0,0,0.02950055462944,0,0,0,0.0287267486305499,0,0,0,0,0,0,0.0522211770999329,"WBGene00256345","SRAE_scaffold5","Retrotransposon-like protein 1","RT_dom, RT_RNaseH, Rev_trsase/Diguanyl_cyclase, DNA/RNA_pol_sf",NA,"A0A090KVC8","SSTP_0000666400",28.3019,"SPAL_0000137600",29.717,"SVE_0648100",33.0189,"",NA
"70","SRAE_0000060000",0,0,0,0,0.0332436626887212,0,0,0.0522205952238918,0,0,0,0.045692800629088,0,0.104833492219723,"WBGene00256346","SRAE_scaffold5","Retrotransposon-like protein 1","Aspartic_peptidase_AS, Peptidase_aspartic_dom_sf, LDOC1-rel, Rev_trsase/Diguanyl_cyclase, DNA/RNA_pol_sf","proteolysis, aspartic-type endopeptidase activity","A0A090KVM6","SSTP_0000289200",12.8906,"",NA,"SVE_1124000",18.3594,"",NA
"71","SRAE_0000060100",0,0,0.0296831358429309,0,0.0664941035012305,0.0454930905976877,0.0577757934386578,0.0522803286172371,0.059530203647905,0,0,0.182474821937728,0.0578800416903879,0,"WBGene00256347","SRAE_scaffold5","Tnp_zf-ribbon_2 domain-containing protein","PGBD4_C_Znf-ribbon",NA,"A0A090L016","",NA,"SPAL_0000425900",29.6137,"SVE_1431800",24.0343,"",NA
"72","SRAE_0000060200",0.0344883948864696,0,0,0,0,0.0466275478094981,0.0592535964451856,0.0536158532635998,0,0,0,0.0935122388498244,0.0296767965000137,0.161527021368814,"WBGene00256348","SRAE_scaffold5","PiggyBac transposable element-derived protein 4","PGBD",NA,"A0A090MT34","SSTP_0000492700",45.8515,"SPAL_0001653684",25.3275,"",NA,"",NA
"73","SRAE_0000060300",0,0,0.0594122520641333,0.0502413631141575,0,0.0452137076170152,0.0289430188491948,0.157119776986341,0,0,0,0.045326854539333,0.0289712524176662,0.052638465732843,"WBGene00256349","SRAE_scaffold5","PiggyBac transposable element-derived protein 4","PGBD",NA,"A0A090L1W0","SSTP_0000492800",79.1878,"SPAL_0001653700",32.4873,"",NA,"",NA
"74","SRAE_0000060400",0,0,0,0,0,0,0,0.0520047205653613,0,0,0,0,0,0,"WBGene00256350","SRAE_scaffold5","Reverse transcriptase domain-containing protein",NA,NA,"A0A090KVD4","",NA,"",NA,"",NA,"",NA
"75","SRAE_0000060500",0,0,0,0.0505604034574146,0,0.135768548874387,0,0,0.0300395527101654,0,0,0.0453636452728832,0.0292086177941065,0,"WBGene00256351","SRAE_scaffold5","Zinc finger BED domain-containing protein 5",NA,NA,"A0A090KVN2","",NA,"SPAL_0000004700",2.24719,"",NA,"",NA
"76","SRAE_0000060600",0,0,0.0295742724617298,0.100400405350477,0,0,0.0574536166111934,0.104033404372332,0,0,0,0,0.0288189986117264,0.0521400300624717,"WBGene00256352","SRAE_scaffold5","Zinc finger, CCHC-type domain and Ribonuclease H-like domain-containing protein","Znf_CCHC, RNaseH-like_sf, Znf_CCHC_sf","cytoplasm, nucleic acid binding, zinc ion binding, enzyme binding","A0A090L020","",NA,"",NA,"SVE_2021700",8.31758,"",NA
"77","SRAE_0000060700",0,0,0.0293975408857547,0,0.033492146795809,0,0,0,0,0,0,0,0,0,"WBGene00256353","SRAE_scaffold5","Reverse transcriptase, RNA-dependent DNA polymerase domain-containing protein","RVT_2","RNA-templated DNA biosynthetic process, RNA-directed DNA polymerase activity","A0A090MT38","",NA,"",NA,"SVE_0741100",88.6792,"",NA
"78","SRAE_0000060800",0,0,0.0293829516158105,0,0.0338967261184287,0,0,0,0.0288547201090154,0.0530371929954631,0.0334920027017068,0,0.0277495209141372,0,"WBGene00256354","SRAE_scaffold5","Reverse transcriptase, RNA-dependent DNA polymerase domain-containing protein",NA,"RNA-templated DNA biosynthetic process, RNA-directed DNA polymerase activity","A0A090L1W5","",NA,"",NA,"SVE_1565700",79.5918,"",NA
