"","geneID","FLF-DRR106346","FLF-DRR106347","FLF-DRR106348","FLF-DRR106349","FLF-DRR106350","FLF-DRR106351","PF-DRR106352","PF-DRR106353","PF-DRR106354","PF-DRR106355","PF-DRR106356","PF-DRR106357","Location","Description","InterPro","GO_term","UniProtKB","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"11","SVE_0000434166",0,0,0,0,0,0,0,0.0641988729899769,0,0,0,0,"SVE_scaffold0000001","Persulfide dioxygenase ETHE1, mitochondrial (inferred by orthology to a human protein)","RibonucZ/Hydroxyglut_hydro",NA,"A0A0K0ETV6","",NA,"",NA,"SPAL_0001632550",39.0244,"",NA
"12","SVE_0000502650",0.193017134291565,0.0656533337122227,0,0,0.28743290251844,0.277617014133263,0,0,0.0718369131161507,0.0700531492189083,0,0,"SVE_scaffold0000001","ABC transporter permease",NA,NA,"A0A0K0ETW4","",NA,"",NA,"",NA,"",NA
"13","SVE_0000503850",0.0641414700962367,0,0,0,0,0.180436202235252,0,0.0618853194320674,0,0,0,0,"SVE_scaffold0000001","Protein kinase domain-containing protein","Kinase-like_dom_sf, Protein_kinase_ATP_BS","ATP binding, nucleotide binding","A0A0K0ETW5","",NA,"",NA,"SPAL_0001020800",50.6329,"",NA
"14","SVE_0000569650",0,0,0.138705318976226,0.203745460523852,0,0,0,0.0619797703999186,0,0,0,0.0623732811345686,"SVE_scaffold0000001","",NA,"membrane","A0A0K0ETX3","",NA,"",NA,"",NA,"",NA
"15","SVE_0000572950",0,0,0,0,0,0,0,0,0,0,0,0,"SVE_scaffold0000001","Ovule protein",NA,NA,"A0A0K0ETX4","",NA,"SRAE_2000462900 | WBGene00264861",83,"SPAL_0000050100",99,"",NA
"16","SVE_0000600",0.0650435035409777,0,0,0,0,0,0.065114754743197,0,0.0784129625146166,0.15351686816337,0,0.143354316471935,"SVE_scaffold0000009","Tyrosine-protein phosphatase domain-containing protein","PTP_cat, Tyr_Pase_dom, Tyr_Pase_cat, Tyr_Pase_AS, Prot-tyrosine_phosphatase-like","dephosphorylation, protein dephosphorylation, protein tyrosine phosphatase activity, phosphatase activity, membrane","A0A0K0ETX7","SSTP_0000691500",32.1244,"SRAE_X000240400 | WBGene00267990",23.057,"SPAL_0000243000",83.247,"Y48G1C.5 | WBGene00021678",8.37651
"17","SVE_0000657250",0,0,0,0,0,0,0,0.064198811134225,0,0,0,0,"SVE_scaffold0000034","Ovule protein",NA,NA,"A0A0K0ETX9","",NA,"",NA,"",NA,"",NA
"18","SVE_0000660650",0.20986490413623,0.365921717133951,0,0,0,0,0,0.123875770426751,0,0,0,0.0604209480400111,"SVE_scaffold0000034","NADH dehydrogenase subunit 6",NA,NA,"A0A0K0ETY0","",NA,"",NA,"",NA,"",NA
"19","SVE_0000661550",0.194776857995891,0.0637747178548134,0,0.0612338917981028,0.0924908721071044,0.272780066368997,0.124631490496605,0.1844712193374,0,0,0,0,"SVE_scaffold0000034","",NA,"membrane","A0A0K0ETY1","SSTP_0000433700",52.7473,"SRAE_X000173250 | WBGene00267309",65.9341,"SPAL_0001690450",62.6374,"",NA
"20","SVE_0000699050",0.192836816469199,0.0653280070273947,0,0,0.0953575895341539,0.183326076580118,0.0618461255426788,0,0,0.0693375703086483,0,0,"SVE_contig0000002","",NA,NA,"A0A0K0ETY5","",NA,"",NA,"",NA,"",NA
"21","SVE_0000710550",0.131410272404249,0.196379132936471,0.0680839714390437,0,0,0,0,0.0635751054140377,0.0771306929919033,0.149465576014257,0.206898905803996,0,"SVE_scaffold0000038","Probable cation-transporting ATPase (inferred by orthology to a C. elegans protein)",NA,"membrane","A0A0K0ETY7","",NA,"",NA,"",NA,"",NA
"22","SVE_0000720350",0.19280403647442,0,0,0,0.382168363455597,0.0908916789092752,0.0642790854398402,0,0.150057628698263,0,0.0677371582875719,0,"SVE_scaffold0000039","",NA,NA,"A0A0K0ETY8","",NA,"",NA,"SPAL_0001252200",93.8462,"",NA
"23","SVE_0000860150",0.184447256492036,0.0625482204432144,0,0,0.0922863545719646,0.0877995858958644,0,0,0,0,0,0,"SVE_scaffold0000056","",NA,"membrane","A0A0K0ETZ4","",NA,"",NA,"",NA,"",NA
"24","SVE_0000881350",0.186976717538611,0.126940191924377,0,0.0653681911470718,0,0,0,0,0,0,0,0,"SVE_scaffold0000058","Ovule protein",NA,NA,"A0A0K0ETZ6","",NA,"",NA,"",NA,"",NA
"25","SVE_0000894350",0,0,0,0,0.0876159302815237,0,0,0,0,0,0,0,"SVE_scaffold0000060","Secreted protein",NA,NA,"A0A0K0ETZ7","",NA,"",NA,"",NA,"",NA
"26","SVE_0000936150",0,0,0,0,0,0.172105682102174,0,0,0,0,0.143973674988765,0,"SVE_contig0000001","",NA,NA,"A0A0K0ETZ9","",NA,"",NA,"",NA,"",NA
"27","SVE_0000939350",0,0,0,0,0,0,0,0.128397770322707,0,0,0,0,"SVE_contig0000001","",NA,NA,"A0A0K0EU00","",NA,"",NA,"",NA,"",NA
"28","SVE_0000940450",0,0.0666035544680712,0,0.0684824018638916,0,0,0.0628669006013743,0,0.0712068355919305,0,0,0,"SVE_contig0000001","",NA,NA,"A0A0K0EU01","",NA,"",NA,"",NA,"",NA
"29","SVE_0000945750",0,0,0.0615891945429386,0.0601855717961757,0.0906970405358121,0.264966560029163,0,0,0,0,0,0,"SVE_contig0000001","Ovule protein",NA,"membrane","A0A0K0EU03","",NA,"",NA,"",NA,"",NA
"30","SVE_0000992650",0,0,0,0,0,0,0,0.064198809184829,0,0,0,0,"SVE_contig0000001","",NA,NA,"A0A0K0EU05","",NA,"",NA,"",NA,"",NA
"31","SVE_0001000000",0,0.0660497784670898,0,0.0620195748920282,0,0,0.0645242230899798,0.126194003978323,0,0,0,0,"SVE_contig0000001","Restriction endonuclease","ATPase_V1_fsu_sf","ion transmembrane transport","A0A0K0EU08","",NA,"",NA,"",NA,"",NA
"32","SVE_0001000200",0,0,0,0.0653048872799057,0,0.180674790354008,0.0638868692831944,0.0624994495223685,0.223713017476682,0,0,0,"SVE_scaffold0000008","",NA,NA,"A0A0K0EU10","",NA,"",NA,"",NA,"",NA
"33","SVE_0001000300",0.126816886447289,0.125481134640829,0,0.0622404904850605,0.0922332192993806,0.267333504008483,0,0,0.074693047621989,0,0,0,"SVE_scaffold0000028","Ovule protein",NA,"membrane","A0A0K0EU11","",NA,"",NA,"",NA,"",NA
"34","SVE_0001000400",0.128634529285176,0.126198696099155,0.124191176129996,0,0.091563908842347,0.269516685907147,0,0,0.0749600724736911,0,0,0,"SVE_scaffold0000038","",NA,"membrane","A0A0K0EU12","",NA,"",NA,"",NA,"",NA
"35","SVE_0001013900",0,0,0,0,0,0.0889134489137996,0.126047357199198,0,0,0,0,0,"SVE_contig0000013","",NA,NA,"A0A0K0EU14","",NA,"",NA,"",NA,"",NA
"36","SVE_0001071900",0.0641420203296737,0.0628328759239151,0,0,0,0,0,0,0,0,0.074641384805832,0,"SVE_contig0000029","Serpentine receptor class gamma","7TM_GPCR_serpentine_rcpt_Srg","sensory perception of chemical stimulus, transmembrane signaling receptor activity, membrane","A0A0K0EU15","",NA,"",NA,"SPAL_0000255060",69.0648,"",NA
"37","SVE_0001700",0.0663007494413006,0.13022211728197,0,0,0,0,0.0638770512411828,0.125800486216425,0.157796991910349,0,0,0,"SVE_scaffold0000009","Transmembrane protein",NA,"membrane","A0A0K0EU24","SSTP_0000993100",68.6131,"SRAE_1000101100 | WBGene00257611",67.1533,"SPAL_0000244100",93.4307,"",NA
"38","SVE_0004000",0,0.0766284953498297,0,0.202189456347215,0,0,0,0,0,0.126643465893958,1.00614565138562e-09,0,"SVE_scaffold0000009","Speckle-type POZ protein-like (inferred by orthology to a human protein)","BTB/POZ_dom, SKP1/BTB/POZ_sf","protein binding","A0A0K0EU47","",NA,"",NA,"SPAL_0001498300",34.8837,"",NA
"39","SVE_0004800",0,0,0,0,0,0,0,0,0,0,0,0,"SVE_scaffold0000009","","Peptidase_M13, MetalloPept_cat_dom_sf","metalloendopeptidase activity, metallopeptidase activity, proteolysis","A0A0K0EU55","",NA,"",NA,"",NA,"",NA
"40","SVE_0006300",0,0,0,0,0,0,0,0.0641989630820196,0,0,0,0,"SVE_scaffold0000009","",NA,NA,"A0A0K0EU70","SSTP_0000299400",39.6825,"SRAE_1000016500 | WBGene00256759",43.6508,"SPAL_0001524000",92.0635,"",NA
"41","SVE_0008500",0.0644724517027834,0,0,0,0,0,0.190822094429445,0.1876566535079,0,0.153813417342515,0.0748694848329908,0.0734896901687232,"SVE_scaffold0000009","Serpentine receptor class gamma","7TM_GPCR_serpentine_rcpt_Srt","membrane","A0A0K0EU92","SSTP_0001261400",45.8861,"",NA,"SPAL_0001526300",79.4304,"",NA
"42","SVE_0008600",0.0659513621873846,0,0.185607780124413,0.121114163520507,0,0,0.0650082641277624,0.0639164748279941,0,0,0.153277732511259,0,"SVE_scaffold0000009","","Znf_C2H2_type, Znf_C2H2_sf",NA,"A0A0K0EU93","SSTP_0001261300",79.4118,"SRAE_1000018700 | WBGene00256781",82.0261,"SPAL_0001526400",96.4052,"",NA
"43","SVE_0010800",0.064679142442674,0.12841378805243,0,0,0,0.174686487889587,0.065147347729945,0,0.157188261253139,0.0768767147664055,0,0.145701383031641,"SVE_scaffold0000009","ZP domain-containing protein",NA,NA,"A0A0K0EUB5","",NA,"",NA,"SPAL_0001256700",46.0396,"",NA
"44","SVE_0011200",0,0.12638932847723,0,0,0.0928414372585844,0.269309637141281,0,0.0614614989019272,0,0.0727955321849189,0,0,"SVE_scaffold0000009","Peptidase M12A domain-containing protein","MetalloPept_cat_dom_sf","metallopeptidase activity","A0A0K0EUB9","",NA,"",NA,"",NA,"",NA
"45","SVE_0013300",0,0,0,0,0,0,0,0,0,0,0,0,"SVE_scaffold0000009","",NA,NA,"A0A0K0EUD9","",NA,"",NA,"",NA,"",NA
"46","SVE_0015500",0,0.064642969143081,0,0,0,0,0,0,0.077214919594172,0,0,0,"SVE_scaffold0000009","HMA domain-containing protein",NA,NA,"A0A0K0EUG1","",NA,"",NA,"",NA,"",NA
"47","SVE_0016600",0,0,0.0634350195904742,0,0,0,0.0637472261507933,0,0,0,0,0.073415716329559,"SVE_scaffold0000009","BTB_2 domain-containing protein","T1-type_BTB, SKP1/BTB/POZ_sf","protein homooligomerization","A0A0K0EUH2","",NA,"SRAE_1000169900 | WBGene00258307",57.5472,"SPAL_0000634600",89.6226,"",NA
"48","SVE_0018000",0,0.0631614264389055,0,0,0,0,0.0635076980900303,0.124898348375239,0.0785600208417402,0,0.0749067046314123,0.0735160307239641,"SVE_scaffold0000009","G_PROTEIN_RECEP_F1_2 domain-containing protein","7TM_GPCR_serpentine_rcpt_Srab","membrane","A0A0K0EUI6","",NA,"",NA,"SPAL_0000635825",85.5263,"",NA
"49","SVE_0018900",0.128985056286469,0.126280059009364,0,0,0.268095513622441,0,0,0.123762855141455,0,0.0765984430944947,0,0.074054815740634,"SVE_scaffold0000009","DDE_Tnp_IS1595 domain-containing protein","Tnp_ISXO2-like",NA,"A0A0K0EUJ5","SSTP_0001270400",65.1741,"SRAE_X000051400 | WBGene00266073",45.7711,"SPAL_0000656900",86.5672,"",NA
"50","SVE_0019100",0.131052264989145,0.193467883508178,0,0,0,0,0.062886103162399,0,0,0,0,0.145872419160832,"SVE_scaffold0000009","Post-SET domain-containing protein",NA,NA,"A0A0K0EUJ7","",NA,"",NA,"SPAL_0000068500",51.3514,"",NA
"51","SVE_0022300",0.064328660668932,0.0629493910027096,0,0,0.108779741542373,0.0878464315022189,0.065684569080155,0,0,0.0816823573384165,0.147671793321863,0.0796433361408685,"SVE_scaffold0000009","",NA,"membrane","A0A0K0EUM9","",NA,"",NA,"SPAL_0001695500",24.026,"",NA
"52","SVE_0023200",0,0,0,0,0,0,0.168028122923638,0.141794073683354,0.0786344364278661,0.099526861962927,0,0.0919754118938941,"SVE_scaffold0000009","",NA,"membrane","A0A0K0EUN8","",NA,"",NA,"SPAL_0001224600",48.9796,"",NA
"53","SVE_0025300",0,0,0,0,0,0,0,0.062038045688251,0,0,0,0.0737223214769927,"SVE_scaffold0000009","Highly acidic protein",NA,NA,"A0A0K0EUQ9","SSTP_0000362900",40.1709,"SRAE_2000474300 | WBGene00264983",35.8974,"SPAL_0000443600",70.0855,"",NA
"54","SVE_0025500",0.131597436401986,0,0,0,0,0.0912012781378301,0.18935950491855,0.185215589557886,0.154173762110797,0,0.147837027751089,0,"SVE_scaffold0000009","T9SS C-terminal target domain-containing protein",NA,NA,"A0A0K0EUR1","SSTP_0000292000",48.2143,"SRAE_1000082700 | WBGene00257427",54.4643,"SPAL_0000443800",81.25,"",NA
"55","SVE_0026600",0.0660610825899906,0,0,0,0,0,0,0.124365781019222,0,0,0,0.145138379763454,"SVE_scaffold0000009","",NA,"membrane","A0A0K0EUS1","",NA,"",NA,"",NA,"",NA
"56","SVE_0026700",0,0,0,0,0,0,0.198693032849506,0.128052921668011,0.0776786280610915,0,0,0,"SVE_scaffold0000009","Ovule protein",NA,NA,"A0A0K0EUS2","",NA,"",NA,"",NA,"",NA
"57","SVE_0026900",0,0,0.061510171659096,0.0598659848561078,0.182847407274101,0.0890962370028177,0,0,0,0,0,0.0705505151910897,"SVE_scaffold0000009","",NA,NA,"A0A0K0EUS4","",NA,"",NA,"",NA,"",NA
"58","SVE_0027000",0.130137764859955,0.0637775936261902,0,0,0,0,0.0629749148342641,0.124061922630896,0.0781898384124389,0,0.149984220030177,0.0743603976484353,"SVE_scaffold0000009","",NA,NA,"A0A0K0EUS5","",NA,"",NA,"SPAL_0000924700",61.0465,"",NA
"59","SVE_0028000",0.130703729358573,0.0647459545260838,0.0642492693925128,0,0,0,0,0,0,0,0,0.0692419817156366,"SVE_scaffold0000009","Ac146-like protein",NA,NA,"A0A0K0EUT5","",NA,"",NA,"",NA,"",NA
"60","SVE_0028400",0.132466590457744,0,0,0,0,0,0.19440176501034,0.12772022382703,0,0,0,0,"SVE_scaffold0000009","CAP domain-containing protein (inferred by orthology to a zebrafish protein)","CRISP-related, CAP_domain, CAP_sf",NA,"A0A0K0EUT8","",NA,"",NA,"SPAL_0000996000",54.2373,"",NA
"61","SVE_0028500",0,0,0,0,0,0,0.134748796782572,0.130263395472417,0.0790195312615381,0.0765626045918467,0.0706550050648186,0.13904632220288,"SVE_scaffold0000009","SCP domain-containing protein","CAP_sf",NA,"A0A0K0EUT9","",NA,"",NA,"",NA,"",NA
"62","SVE_0030300",0.0651796784889777,0,0,0,0,0,0,0,0,0,0,0,"SVE_scaffold0000009","",NA,"membrane","A0A0K0EUV7","",NA,"",NA,"",NA,"",NA
"63","SVE_0030500",0,0,0,0,0,0.171068618777458,0,0,0,0,0,0,"SVE_scaffold0000009","Secreted protein",NA,NA,"A0A0K0EUV9","",NA,"",NA,"SPAL_0000430200",42.5743,"",NA
"64","SVE_0030900",0.0653213020062902,0,0,0,0,0,0,0,0.0782671215143224,0.153213823314763,0,0,"SVE_scaffold0000009","Glutenin, low molecular weight subunit",NA,NA,"A0A0K0EUW3","",NA,"",NA,"SPAL_0001128100",77.5,"",NA
"65","SVE_0031900",0,0,0,0,0,0,0,0,0,0,0.0724233283292558,0,"SVE_scaffold0000009","",NA,NA,"A0A0K0EUX3","",NA,"",NA,"",NA,"",NA
"66","SVE_0032000",0.131584287460403,0,0,0,0,0.0925848086757049,0.0651591199967182,0,0.0776994933543589,0,0.0696405908017411,0.068860330039633,"SVE_scaffold0000009","Ovule protein",NA,NA,"A0A0K0EUX4","",NA,"",NA,"",NA,"",NA
"67","SVE_0032100",0,0,0,0,0.0936220042611638,0,0.252899287427428,0.309247291617364,0.076962410741016,0,0.145863214722873,0.072586635248565,"SVE_scaffold0000009","",NA,NA,NA,"",NA,"",NA,"",NA,"",NA
"68","SVE_0032200",0,0.197394077488061,0,0.0652495727643828,0,0,0.0656017544837299,0.0641298825404102,0,0.150834060305181,0.140179091710046,0.276829920816701,"SVE_scaffold0000009","DNA-binding protein",NA,NA,"A0A0K0EUX5","",NA,"",NA,"",NA,"",NA
"69","SVE_0033500",0,0.197179676628499,0.0642016449573877,0.06257992368123,0,0,0.127707789733457,0.0630791799257334,0,0.229611668561985,0,0,"SVE_scaffold0000009","LRAT domain-containing protein",NA,NA,"A0A0K0EUY8","",NA,"",NA,"SPAL_0000559800",72.1649,"",NA
"70","SVE_0033700",0.0663047434662076,0.130524437655996,0.25121118092131,0.24462134162457,0,0,0,0.0620569574447038,0,0,0.0741835692445838,0,"SVE_scaffold0000009","Photolyase/cryptochrome alpha/beta domain-containing protein",NA,NA,"A0A0K0EUZ0","",NA,"",NA,"SPAL_0000762000",60,"",NA
"71","SVE_0033900",0.132366795230898,0,0.0623291946952822,0.0608676295165821,0,0,0.0637240521141875,0,0.0786767509335642,0,0,0.0750034238201354,"SVE_scaffold0000009","",NA,"membrane","A0A0K0EUZ2","",NA,"",NA,"SPAL_0001083500",0.746269,"",NA
"72","SVE_0037300",0,0,0,0,0.162471970577404,0,0,0,0,0,0,0,"SVE_scaffold0000009","",NA,NA,"A0A0K0EV24","",NA,"",NA,"SPAL_0000053000",58.9905,"",NA
"73","SVE_0037700",0.265084045383599,0.194525550533146,0,0.0604448607789118,0,0,0,0.0638933388540312,0,0,0,0,"SVE_scaffold0000010","Cell wall-binding protein",NA,NA,"A0A0K0EV28","",NA,"",NA,"SPAL_0001451700",33.61,"",NA
"74","SVE_0040400",0.0655789387425727,0.0649708505446186,0.386834334732433,0.253430867623908,0,0,0,0,0,0,0.0701855761164164,0.06948249475027,"SVE_scaffold0000010","Secreted protein",NA,"membrane","A0A0K0EV55","SSTP_0000810450",79.0123,"SRAE_X000083000 | WBGene00266391",79.0123,"SPAL_0000200350",83.9506,"",NA
"75","SVE_0041600",0,0.129224601609931,0.316291029917063,0.061651167509692,0,0,0,0,0,0,0,0.0713120680238994,"SVE_scaffold0000010","",NA,NA,"A0A0K0EV67","SSTP_0000996500",57.2917,"SRAE_X000077600 | WBGene00266337",45.8333,"",NA,"",NA
"76","SVE_0043700",0.131079625393657,0.12853445024367,0.244318120469594,0.059822319563426,0.0911842174132975,0.0892252527049156,0.0635932440779559,0,0.0789383115325049,0.0773769116235943,0,0,"SVE_scaffold0000010","","Snake_toxin-like_sf","membrane","A0A0K0EV88","SSTP_0000450700",69.5652,"SRAE_X000075400 | WBGene00266315",78.8043,"",NA,"",NA
"77","SVE_0045500",0,0,0,0,0.181448024755278,0,0.064225611447478,0.0632413723526963,0,0,0,0,"SVE_scaffold0000010","UBN2 domain-containing protein",NA,NA,"A0A0K0EVA6","",NA,"",NA,"",NA,"",NA
"78","SVE_0045700",0,0,0,0,0,0,0,0,0,0,0,0,"SVE_scaffold0000010","Type II site-specific deoxyribonuclease","DNA/RNA_pol_sf",NA,"A0A0K0EVA8","",NA,"",NA,"",NA,"",NA
"79","SVE_0045800",0.0649796239842748,0,0,0,0,0,0.255174443824909,0.0627478821640441,0.0790862589423158,0,0.0756366765117632,0,"SVE_scaffold0000010","Integrase catalytic domain-containing protein","RNaseH-like_sf, RNaseH_sf","nucleic acid binding","A0A0K0EVA9","",NA,"",NA,"SPAL_0001688400",50.3906,"",NA
"80","SVE_0045900",0,0,0,0,0,0,0,0,0,0,0,0,"SVE_scaffold0000010","",NA,NA,NA,"",NA,"",NA,"",NA,"",NA
"81","SVE_0049900",0,0.064946445211144,0,0,0,0,0.0636123332286844,0.249375728181715,0,0,0.0753792861787243,0,"SVE_scaffold0000010","",NA,"membrane","A0A0K0EVE9","",NA,"",NA,"",NA,"",NA
"82","SVE_0050400",0,0,0,0.186690957489606,0,0,0,0,0,0,0,0,"SVE_scaffold0000010","Elongator complex protein 6",NA,NA,"A0A0K0EVF4","SSTP_0000688850",5.5814,"",NA,"SPAL_0001493800",0,"",NA
"83","SVE_0050800",0,0.0612462866293377,0,0,0.0898732688579449,0.0867738940403727,0,0,0,0,0,0,"SVE_scaffold0000010","Ovule protein",NA,NA,"A0A0K0EVF8","SSTP_0000659800",69.863,"SRAE_X000091700 | WBGene00266479",73.9726,"SPAL_0000257300",91.7808,"",NA
"84","SVE_0051100",0,0.127610535163941,0,0,0.184008038704059,0.449155136853734,0.0624516713958388,0,0.0762832589638607,0.074958326783947,0,0,"SVE_scaffold0000010","",NA,NA,"A0A0K0EVG1","",NA,"",NA,"",NA,"",NA
"85","SVE_0053300",0.262126914644774,0.129044393515578,0.0631698963759728,0.123130010550676,0,0,0,0,0,0,0,0,"SVE_scaffold0000010","",NA,NA,"A0A0K0EVI3","",NA,"",NA,"",NA,"",NA
"86","SVE_0054100",0.0650043305407791,0.127308274544861,0,0,0,0,0,0,0.0786232890945152,0,0,0,"SVE_scaffold0000010","",NA,NA,"A0A0K0EVJ1","",NA,"",NA,"SPAL_0001558000",62.8866,"",NA
"87","SVE_0055600",0.0646788852322802,0.0633035527489871,0,0,0.0893244334997467,0.087532450169242,0,0.0622656319074278,0.0785604856094839,0,0,0,"SVE_scaffold0000010","MARVEL domain-containing protein",NA,"membrane","A0A0K0EVK6","SSTP_0000263300",64.1256,"SRAE_X000072050 | WBGene00266280",60.5381,"SPAL_0001556550",73.991,"",NA
"88","SVE_0058800",0,0.0635459230431686,0.2610014706305,0.127538821005588,0,0.0899796275687149,0,0,0.0758192788164056,0,0,0.0668915872580666,"SVE_scaffold0000010","",NA,NA,"A0A0K0EVN8","SSTP_0000496300",90.2778,"SRAE_X000086000 | WBGene00266422",93.0556,"SPAL_0000009100",98.6111,"",NA
"89","SVE_0059200",0,0.129628227129276,0.248753259056247,0.0607701444090886,0,0.294740206335287,0,0.062402275345181,0,0,0,0,"SVE_scaffold0000010","DUF2326 domain-containing protein",NA,NA,"A0A0K0EVP2","",NA,"",NA,"SPAL_0001088375",84.6154,"",NA
"90","SVE_0060300",0,0,0,0,0,0,0,0.0641986015242441,0,0,0,0,"SVE_scaffold0000010","Rad21_Rec8 domain-containing protein",NA,NA,"A0A0K0EVQ3","",NA,"",NA,"",NA,"",NA
"91","SVE_0060500",0,0,0,0,0,0,0,0.0798955165634057,0,0,0,0,"SVE_scaffold0000010","DDE_3 domain-containing protein","RNaseH_sf, Tc1-like_DDE_dom","nucleic acid binding","A0A0K0EVQ5","",NA,"",NA,"SPAL_0000099200",76.875,"",NA
"92","SVE_0060600",0.194551497345329,0,0,0,0.0883213184846852,0,0.128658973809382,0.0632013739301319,0.0787735619103903,0,0.0742904020051332,0,"SVE_scaffold0000010","Metalloendopeptidase","EGF-like_dom, Peptidase_M12A, Peptidase_Metallo, MetalloPept_cat_dom_sf","metalloendopeptidase activity, metallopeptidase activity, proteolysis, zinc ion binding, peptidase activity, hydrolase activity, metal ion binding","A0A0K0EVQ6","",NA,"SRAE_X000144200 | WBGene00267011",43.7198,"SPAL_0000246600",44.686,"nas-36 | WBGene00003552",23.913
"93","SVE_0060800",0,0,0,0,0,0,0.0627439096677476,0,0,0,0.148174587614659,0.112966510288721,"SVE_scaffold0000010","BTB domain-containing protein",NA,NA,"A0A0K0EVQ8","",NA,"",NA,"SPAL_0000878100",0,"",NA
"94","SVE_0061200",0.0641648679719699,0.0650226955249587,0.0687369141530311,0,0.192809517248363,0,0.12564925620602,0.0612365973119722,0.0365781348009151,0,0,0,"SVE_scaffold0000011","Transcriptional regulator",NA,NA,"A0A0K0EVR2","",NA,"",NA,"SPAL_0000459400",59.6154,"",NA
"95","SVE_0061400",0,0.185467354109494,0,0,0.355619861982135,0.260672276641852,0,0,0,0,0,0,"SVE_scaffold0000011","39S ribosomal protein L9, mitochondrial",NA,NA,"A0A0K0EVR4","",NA,"",NA,"",NA,"",NA
"96","SVE_0063400",0.0641994065265605,0,0.131865838120414,0.0644254834951811,0.0940369776742439,0,0.128412474015012,0.187246248681222,0.151593104761648,0.0736244084858598,0,0,"SVE_scaffold0000011","",NA,NA,"A0A0K0EVT4","",NA,"",NA,"",NA,"",NA
"97","SVE_0063800",0,0,0.0628528953316715,0,0,0.488542072406863,0.111742841089871,0.0624569705779181,0.117204319974458,0.153515767807858,0,0,"SVE_scaffold0000011","DNA-directed DNA polymerase","BAF_prot, BAF_sf","DNA binding, nucleus","A0A0K0EVT8","",NA,"",NA,"SPAL_0000934000",27.8689,"",NA
